mapid	extension	aspect	Day	twitter_id	handle	date_posted	tweet_id	website	description
JorisEekhout_21	jpg	16x9	21	22146490	JorisEekhout	2019-11-21T09:50:11Z	1197452134989619204	_	Day 21 (environment): These maps show the habitat and flow patterns of 4 pristine lowland streams in central Poland. The data were obtained in a field campaign in 2011. We also took macroinvertebrate samples and mapped terrestrial vegetation #30DayMapChallenge https://t.co/pRnlpxyaRE
JorisEekhout_22	jpg	16x15	22	22146490	JorisEekhout	2019-11-22T10:55:13Z	1197830888639418368	_	Day 22 (built environment): All buildings in the city of Murcia (Spain), colored according to the year of construction. The map is centered around Plaza Circular, one of the main squares of the city #30DayMapChallenge https://t.co/Eyo6C8T32T
JorisEekhout_23	jpg	16x13	23	22146490	JorisEekhout	2019-11-23T09:01:37Z	1198164690578350080	_	Day 23 (population): The population in the Mediterranean has steadily increased in the last 20 years. However, there are also areas where population density is decreasing, like in rural areas in Turkey #30DayMapChallenge https://t.co/vOf959dL5N
JorisEekhout_24	jpg	16x6	24	22146490	JorisEekhout	2019-11-24T11:07:35Z	1198558779379474432	_	Day 24 (statistics): These maps show three methods of visualizing uncertainty in maps. Today I also have published a new a blog post in which I explain these methods and discuss their pros and cons: https://t.co/bnyQY2Gm0r #30DayMapChallenge https://t.co/U6XO85x1HL
JorisEekhout_25	jpg	16x13	25	22146490	JorisEekhout	2019-11-25T11:13:44Z	1198922714104381440	_	Day 25 (climate): The Mediterranean Basin is names as one of the primary Hot Spots for climate change. These two maps summarize the climate of the Mediterranean of the last 30 years, with an obvious increase in temperature #30DayMapChallenge https://t.co/IWfM0iFbqb
JorisEekhout_26	jpg	16x5	26	22146490	JorisEekhout	2019-11-26T10:48:12Z	1199278674513666048	_	Day 26 (hydrology): I made a map interpretation of the water balance equation (R = P - ET - ΔS). As you can see, most water is evaporated in water scare regions, such as here the southeast of Spain #30DayMapChallenge https://t.co/KDBFlFlvyG
JorisEekhout_27	jpg	16x6	27	22146490	JorisEekhout	2019-11-27T10:03:52Z	1199629908596678656	_	Day 27 (resources): 577 large reservoirs have been built in the Mediterranean Basin, with a total capacity of 252 km³. From these reservoirs, 48% are used for irrigation, 25% for hydroelectricity production and 13% for drinking water supply #30DayMapChallenge https://t.co/A3IAbASONI
JorisEekhout_28	jpg	16x14	28	22146490	JorisEekhout	2019-11-28T09:20:12Z	1199981305838080000	_	Day 28 (funny): Today's map was mostly made by a next generation map maker, so I'm cheating a bit. In any case, we had a lot of fun! #30DayMapChallenge https://t.co/7Lqah40sEd
JorisEekhout_29	jpg	16x9	29	22146490	JorisEekhout	2019-11-29T15:12:47Z	1200432425760899074	_	Day 29 (experimental): I have been playing around with #blender to make a representation of a typical Mediterranean catchment #30DayMapChallenge https://t.co/SnUvJN9SBI
josephlewis1992_02	jpg	16x10	02	982971805555154944	josephlewis1992	2019-11-02T23:21:31Z	1190770944626835456	_	"#30DayMapChallenge 2. Lines

Intervisibility of Forts and Fortlets along the Gask Ridge, Scotland. 6km max distance; 11.65m observer height. https://t.co/ST7Ufx9afg"
joshua_sumers_05	jpg	16x16	05	1190443883802636289	joshua_sumers	2019-11-05T19:13:32Z	1191795699953868802	_	#30DayMapChallenge #day5 #rasters #flooding #Arkansas #2019 inspired by @shakasom https://t.co/2TUiPUtRqJ
Juanizio_C_09	jpg	12x16	09	2380934868	Juanizio_C	2019-11-09T16:20:29Z	1193201703316787201	_	"#30DayMapChallenge 
Day 9: Yellow

Location and density of contributing companies in #SantiagodeChile / Localización y densidad de empresas contribuyentes en Santiago

Data from @SII_Chile and geolocated by the wizard @colivos17 https://t.co/HoZd7iB2Au"
Juanizio_C_10	jpg	12x16	10	2380934868	Juanizio_C	2019-11-10T17:28:43Z	1193581261832491008	_	"#30DayMapChallenge 
Day 10: black and white

The contrast between the housing shortage and real state development / el contraste entre el deficit de vivienda y el desarrollo inmobiliario

Estimate of @f_vivienda with data of @INE_Chile https://t.co/UKSamvRSAe"
Juanizio_C_11	jpg	12x16	11	2380934868	Juanizio_C	2019-11-11T12:14:53Z	1193864672388272128	_	"#30DayMapChallenge 
Day 11: Elevation

Digital Elevation Model of Santiago and their urban stain / Modelo digital de elevación de Santiago y su mancha urbana

Data from @NASA_es https://t.co/2PV5j1wlUq"
Juanizio_C_12	jpg	12x16	12	2380934868	Juanizio_C	2019-11-12T11:52:24Z	1194221402779463680	_	"#30DayMapChallenge 
Day 12: Movement (social)

Relationship between protests and segregation / La relación entre las protestas de las últimas 3 semanas y la segregación de #santiagochile

Datos obtenidos desde Geografía Crítica Chile, Sosafe y @f_vivienda
#ParoNacional https://t.co/9iaTXuKI7k"
Juanizio_C_13	png	12x16	13	2380934868	Juanizio_C	2019-11-13T14:36:57Z	1194625199783563265	_	"#30DayMapChallenge 
Day 13: Tracks

Highways and tenency of cars in #Santiago 
Autopistas y tenencia de autos en Santiago

Evidencia importante a la hora de cuestionarnos quienes serán los mayores beneficiados con propuestas como #NoMasTag o los subsidios a AVO https://t.co/nTf83vHkms"
Juanizio_C_14	png	12x16	14	2380934868	Juanizio_C	2019-11-14T22:16:05Z	1195103134907060224	_	"#30DayMapChallenge 
Day 14: Boundaries

There are not only physical but also social boundaries / No hay solo barreras fisicos, sino también sociales

Boundaries between households of high and low incomes in #Santiago https://t.co/vRxcmghctQ"
Juanizio_C_15	jpg	12x16	15	2380934868	Juanizio_C	2019-11-15T16:09:34Z	1195373285761880070	_	"#30DayMapChallenge 
Day 15: Names

Part of the memory of our city is the name of the neighborhoods. In this case, the names of some historic neighborhoods of Santiago (1930-1990)

Nombres de algunos barrios historicos de Santiago (1930-1990) https://t.co/KMVjVbHbQm"
Juanizio_C_16	png	12x16	16	2380934868	Juanizio_C	2019-11-18T13:42:38Z	1196423471447920640	_	"#30DayMapChallenge 
Day 16: Places

A little late, but here we go!
Places of violence and death during the dictatorship of Pinochet in Chile (1973-1990) / Lugares de violencia y muerte durante la dictadura de Pinochet (1973-1990)

Data available in https://t.co/Q9626qtIHa https://t.co/x7mkx5reHv"
Juanizio_C_17	png	12x16	17	2380934868	Juanizio_C	2019-11-18T13:58:14Z	1196427395068284930	_	"#30DayMapChallenge 
Day 17: Zones

Zones of violence linked to narcotraffic (crime rates) and spatial segregation / Zonas de violencia vinculadas al narcotrafico (crímenes) y segregación.

Datos obtenidos desde @FiscaliadeChile 
https://t.co/2s3QgetWZR https://t.co/bHuUZFSWjd"
Juanizio_C_18	png	12x16	18	2380934868	Juanizio_C	2019-11-18T20:28:29Z	1196525604163719173	_	"#30DayMapChallenge

Day 18: Globe
Several citizens of the globe have chosen Santiago as their new home. Where do they live?

Diversos ciudadanos del globo han elegido Santiago como su nuevo hogar. Donde viven?

Data from @INE_Chile https://t.co/QnXCw2hcrD"
Juanizio_C_19	png	12x16	19	2380934868	Juanizio_C	2019-11-19T16:10:54Z	1196823169837027328	_	"#30DayMapChallenge

Day 19: Urban
How diverse is the use of urban land in Santiago? / Qué tan diverso es el uso del suelo urbano en Santiago?

Map of Theil entropy index using data of @SII_Chile and @idecedeus / Mapa del índice de entropía de Theil https://t.co/abDlv4P9mw"
Juanizio_C_20	png	12x16	20	2380934868	Juanizio_C	2019-11-20T12:29:33Z	1197129855449673730	_	"#30DayMapChallenge (I have not given up!!)
Day 20: Rural

Out of the city there are other forms of land use / Fuera de la ciudad hay otras formas de usar el suelo

Data from @conaf_minagri https://t.co/eQ498gargx"
Juanizio_C_21	jpg	12x16	21	2380934868	Juanizio_C	2019-11-21T15:42:08Z	1197540705973014529	_	"#30DayMapChallenge
Day 21: Environment 

Distribution of pollutant emissions (CO2) of RETC registry of @MMAChile / Distribución de emisiones contaminantes (CO2) del Registro de Emisiones y Transferencias de Contaminantes (RETC)

Data: https://t.co/nTt3e4kWwX https://t.co/1SMl03ecpU"
Juanizio_C_22	jpg	12x16	22	2380934868	Juanizio_C	2019-11-22T17:38:05Z	1197932276350410753	_	"#30DayMapChallenge
Day 22: Built Environment

Estimated* age of construction of buildings in Santiago / Año estimado* de construccion de edificaciones en Santiago

Data from @SII_Chile https://t.co/K60MhpOlSB"
Juanizio_C_23	jpg	12x16	23	2380934868	Juanizio_C	2019-11-26T14:23:43Z	1199332911079677952	_	"#30DayMapChallenge
Day 23: Population

Estimation* of population variation between Census 2012 and 2017 / Estimación de la variación poblacional entre censos 2012 y 2017

*Experimental methodology  / Metodología experimental

Data from @INE_Chile https://t.co/EEx77eIcLF"
Juanizio_C_24	png	12x16	24	2380934868	Juanizio_C	2019-11-25T14:31:59Z	1198972603475677186	_	"#30DayMapChallenge
Day 24: Statistics 

Another shape of the inequity and social violence: Percentage of women who are considered like Ninis (“ni estudian ni trabajan” in spanish) these who ""neither study nor work.” 

Dato from @INE_Chile and @f_vivienda https://t.co/UKzu2APPfW"
Juanizio_C_26	png	12x16	26	2380934868	Juanizio_C	2019-11-26T20:55:33Z	1199431518755704832	_	"#30DayMapChallenge
Day 25: Hidrology

Debido a la pobreza de bases de datos hidrológicos de nuestra ciudad, solo pude mapear los grifos // Due to the poverty of hydrological databases in our city, I could only map the standpipes.

Enjoy!

Data from @SISS_CHILE https://t.co/2TqQfNkybT"
Juanizio_C_27	png	12x16	27	2380934868	Juanizio_C	2019-11-27T22:54:30Z	1199823845026410496	_	"#30DayMapChallenge
Day 26: Resources

Where we could buy a book?
Dónde podríamos comprar un libro?

Por sugerencia de @cathyvignolo hoy mapeamos las librerías (bookstores) de Santiago. https://t.co/88LFHYnfLX"
Juanizio_C_28	png	12x16	28	2380934868	Juanizio_C	2019-11-28T18:51:53Z	1200125174089162753	_	"#30DayMapChallenge
Day 28: Funny (?)

What time does your nanny get up? / A qué hora se levanta tu nana?

Another effect of social segregation and our public transport system / Otro efecto de la segregación y el sist de transp público https://t.co/aOS2J7xyc2"
Juanizio_C_29	png	12x16	29	2380934868	Juanizio_C	2019-11-30T23:10:34Z	1200915048115384322	_	"#30DayMapChallenge
Day 29: Experimental

An old project designed in @eligeeducar 💚

An urban environmental index for schools in Santiago / Un índice de entorno urbano para colegios 

Data from EE, @Mineduc @agenciaeduca 

(...) https://t.co/ZXDOmJ91LF"
Juanizio_C_30	png	12x16	30	2380934868	Juanizio_C	2019-12-01T00:15:51Z	1200931478567313408	_	"#30DayMapChallenge 
Day 30: Home

The last map!! 
Último mapa!!

Fiscal appraisal for homes (USD/M2) in Santiago / Avalúo fiscal para viviendas (USD/M2) 

(ya que no tengo valor comercial, pero la tendencia debería ser muy similar)

Data from:  @SII_Chile https://t.co/UxdOIghLBv"
JuvenalCamposF_09	jpg	16x10	09	260088313	JuvenalCamposF	2019-11-10T01:26:21Z	1193339077380042752	_	"#30DayMapChallenge 

Día 9. Amarillo. 

Club de fútbol más popular por cada estado de #Mexico según las búsquedas reportadas por Google Trends. 

#Rstats con datos de Google Trends. 
#SOMOSAMERICA #CruzAzul #EstoEsTigres #CanteraRojiblanca  ⚽️ https://t.co/IAsTgDAioP"
JuvenalCamposF_10	jpg	16x12	10	260088313	JuvenalCamposF	2019-11-11T03:04:02Z	1193726045809070080	_	"#30DayMapChallenge

Dia 10. Blanco y Negro (B&amp;W). 

Mapa de densidad de población para el estado de Morelos. 

#RStatsEs con datos de https://t.co/HhWzFU3uoB https://t.co/35wbMHlzZO"
JuvenalCamposF_11	jpg	16x13	11	260088313	JuvenalCamposF	2019-11-12T05:06:11Z	1194119173900648448	_	"#30DayMapChallenge

Dia 11. Elevación. 

Representación 3D del relieve de la región de los Altos de #Morelos (la región de donde provengo). 

Al fondo, el volcán #Popocatépetl . 

#RStats {rayshader} con datos del @USGS https://t.co/AExDO8HVSZ"
JuvenalCamposF_12	jpg	16x9	12	260088313	JuvenalCamposF	2019-11-13T05:59:52Z	1194495074010353664	_	"#30DayMapChallenge 

Dia 12. Movimiento. 

Para hoy, muestro un mapa interactivo que elaboré con @jjsantoso para el concurso de visualización de datos de Ecobici. 

#RStats con datos de Ecobici y @jjsantoso https://t.co/Rj4M0LJQNw"
JuvenalCamposF_13	png	16x11	13	260088313	JuvenalCamposF	2019-11-13T23:16:38Z	1194755981147811840	_	"#30DayMapChallenge

Dia 13. Rutas (#Tracks)

El día de líneas subí un mapa del sistema que abastece agua a la ZMCM, ahora subo la contraparte: las rutas de desalojo de las aguas negras y el excedente de lluvias lejos de la #CDMX. 

#RStatsES con datos de Geocomunes. https://t.co/v0jIXvbsl9"
JuvenalCamposF_14	png	16x12	14	260088313	JuvenalCamposF	2019-11-15T05:39:23Z	1195214692878311425	_	"#30DayMapChallenge 

Día 14. Boundaries (Límites). 

Para este dia, les presento un hilo con municipios de México conformados por más de un sólo polígono (es decir, que tienen territorios enclaves). 

Municipio 1. Tlalnepantla de Baz, formado por Tlalnepantla del Este y T. oeste https://t.co/Mks7m9QToB"
JuvenalCamposF_15	jpg	16x10	15	260088313	JuvenalCamposF	2019-11-16T01:43:06Z	1195517617408270341	_	"#30DayMapChallenge 

Dia 15. Nombres (Names). 

Nube de palabras (con un mapa de México) de las palabras mas utilizadas en los nombres de  los municipios de México. 

Hay 394 municipios con nombres de santos; 123 de santas; 70 llevan Juan en el nombre; 65 el Santiago y 51, Pedro. https://t.co/7gQUnxj9h9"
JuvenalCamposF_16	png	16x14	16	260088313	JuvenalCamposF	2019-11-17T05:47:02Z	1195941394835279872	_	"#30DayMapChallenge

Dia 16. Lugares (Places). 

Aprovechando que estamos en el Buen Fin (Mexican Black Friday) les comparto los lugares de la #CDMX en los que se pueden comprar computadoras y aparatos de esos que traen manzanitas atrás. 

#RStats con datos del DENUE, INEGI. https://t.co/EZ35LFqMHr"
JuvenalCamposF_17	png	15x16	17	260088313	JuvenalCamposF	2019-11-18T01:04:05Z	1196232574043078656	_	"#30DayMapChallenge 

Dia 17. Zonas (Zones)

Mapa de la Zonificación Geotécnica #CDMX. 

#Rstats con datos de la @SGIRPC_CDMX, que tienen una buena base de datos de riesgos, peligros e información diversa para gente que le interese el tema, o la ciudad. https://t.co/ShRmvInpU9"
JuvenalCamposF_18	jpg	16x11	18	260088313	JuvenalCamposF	2019-11-21T01:11:58Z	1197321721981915136	_	"#30DayMapChallenge

Dia 18 (Retrasado). Globo (Globe). 

Países del mundo coloreados en función de su consumo de alcohol en mayores de 15 años. Datos de https://t.co/qOKn0mkDcG. 

Enlace para que jueguen con la pelotita: 
https://t.co/qRdguS40nj
#RStats #Shiny https://t.co/ykOLm4WyHS"
JuvenalCamposF_19	png	16x14	19	260088313	JuvenalCamposF	2019-11-21T06:42:43Z	1197404960020975616	_	"#30DayMapChallenge 

Dia 20. Urbano (Urban)

Rutas del transporte público concesionado de la #CDMX con las carpetas de investigación de ""ROBO A PASAJERO A BORDO DE PESERO COLECTIVO CON VIOLENCIA"" 

Porque parte de vivir en una zona urbana es el riesgo de que te roben en el camión https://t.co/uRndjM2cQj"
JuvenalCamposF_20	jpg	16x12	20	260088313	JuvenalCamposF	2019-11-24T06:01:03Z	1198481637106864130	_	"#30DayMapChallenge

Tratando de ponerme al día. 
Dia 20. Rural.

Ubicación y polígono de los 86 Distritos de Riego en México. 

#RStats con datos del Sistema Nacional de Información del Agua de @conagua_mx https://t.co/jxRQiOdYXc"
JuvenalCamposF_21	jpg	16x12	21	260088313	JuvenalCamposF	2019-11-24T06:05:17Z	1198482702762004481	_	"#30DayMapChallenge 

Tratando de ponerme al día. 
Dia 21. Ambiente. 

Superficie en el territorio nacional ocupada por bosque de pino, encino u oyamel. 

#RStats con datos de uso de suelo de @Conabio https://t.co/Vm5GHH4tVi"
JuvenalCamposF_22	png	16x16	22	260088313	JuvenalCamposF	2019-11-24T22:10:37Z	1198725634945474561	_	"#30DayMapChallenge 
Dia 22. Built environment. 

Densidad de población que tiene vivienda en la zona de Suelo de conservación de la #CDMX (i.e. donde se recarga el acuífero de la ciudad). 

#RStats con datos de https://t.co/HhWzFU3uoB y @PAOTmx https://t.co/ZseUgDO1dA"
JuvenalCamposF_23	png	16x13	23	260088313	JuvenalCamposF	2019-11-25T06:13:13Z	1198847084100612097	_	"#30DayMapChallenge 
Dia 23. Población (Population). 

Lugares donde se concentra la población en el estado de Campeche.

¿Por qué Campeche? 
Porque fue el único mapa que pude hacer sin que mi computadora se quedara trabada (+100MB). 

#RStats con datos de https://t.co/HhWzFU3uoB https://t.co/rt8b7xPOBS"
JuvenalCamposF_24	jpg	16x12	24	260088313	JuvenalCamposF	2019-11-25T03:59:32Z	1198813443358199808	_	"#30DayMapChallenge

Dia 24. Estadísticas. 

Tasas varias a nivel (ámbito) estatal. 

#rstats 
Parte de mi trabajo en el @LNPP_MX. 😊 https://t.co/HyZw1USmew"
JuvenalCamposF_25	png	16x13	25	260088313	JuvenalCamposF	2019-11-26T00:11:59Z	1199118567767265282	_	"#30DayMapChallenge

Dia 25. Climas (Climate). 

Clima (Clasificación Köppen) para los municipios de la Zona Metropolitana de la #CDMX . 

#RStats con datos de Climatología de @INEGI_INFORMA https://t.co/OM0NbWgcjq"
JuvenalCamposF_26	png	16x15	26	260088313	JuvenalCamposF	2019-11-26T06:31:01Z	1199213954783989762	_	"#30DayMapChallenge 
Día 26. Hidrología (Hydrology). 

Distribución de la precipitación Anual en la #CDMX, donde se observa que, típicamente, la temporada de lluvias va de mayo a inicios de octubre. 

#RStats con datos del Atlas de Riego de la CDMX. https://t.co/oxGsnfxlQ1"
JuvenalCamposF_27	jpg	16x13	27	260088313	JuvenalCamposF	2019-11-28T06:00:53Z	1199931144965365760	_	"#30DayMapChallenge

Dia 27. Recursos (Resources). 

El agua es un recurso vital para la ciudad, y el subsuelo es fuente de más de la mitad de este recurso para la #CDMX. 

En este mapa vemos como esta ciudad y su Zona Metropolitana ya se están acabando los acuíferos circundantes. https://t.co/2XtNRg5xTA"
JuvenalCamposF_28	jpg	16x12	28	260088313	JuvenalCamposF	2019-11-29T05:06:01Z	1200279726667051008	_	"#30DayMapChallenge

Day 28. Funny. 

In Mexico, we have a state that looks like a (schnauzer) puppy. 

#RStats {leaflet} with a lot of schnauzer photos from google. https://t.co/iVNb1agEca"
JuvenalCamposF_30	png	16x16	30	260088313	JuvenalCamposF	2019-12-01T02:49:32Z	1200970156152958976	_	"#30DayMapChallenge 

Día 30. Hogar (Home). 

Si el hogar es el lugar donde vive la familia, les comparto un mapa que hice de mi municipio de origen: Ocuituco, Morelos. Este municipio, conformado por 8 comunidades de tamaño similar, alberga en su territorio a 18,580 habitantes. https://t.co/VTsp1uKKw5"
jwoLondon_05	jpg	16x11	05	43953969	jwoLondon	2019-11-05T10:14:26Z	1191660032510898176	_	"Day 5: Raster

Modal flag colours. Each country is a raster grid cell, coloured by most common pixel colour of its continent's flags.

With more time, I would have coloured countries individually. 

Workings &amp; data:  https://t.co/35aDP3jEJl…

#30DayMapChallenge https://t.co/z450IReuxU"
jwoLondon_09	jpg	16x11	09	43953969	jwoLondon	2019-11-09T12:06:41Z	1193137833311125504	_	"Day 9: Yellow

Solar irradiance across the US with Hawaii inset, showing potential for renewable solar energy generation. Oh, and emojis.

Workings &amp; data:  https://t.co/m6lVAfZUNv

#30DayMapChallenge https://t.co/Kt6itp0PRj"
jwoLondon_10	jpg	14x16	10	43953969	jwoLondon	2019-11-10T21:39:47Z	1193644446597947395	_	"Day 10: Black and White

Steve Abraham's attempt at the world record for the furthest cycled in a year https://t.co/jHXqZUD4xQ

Workings &amp; data:  https://t.co/zTMbjnyeXA

#30DayMapChallenge https://t.co/ROH8O11mg1"
jwoLondon_11	jpg	16x12	11	43953969	jwoLondon	2019-11-11T07:03:27Z	1193786298244440066	_	"Day 11: Elevation

Is it a table or a map? Why it's both! Using FatFonts to show elevation and shadow values as a table of numbers.

https://t.co/eX4g8wdwhX

Workings &amp; data:  https://t.co/VLXWwfVcQd

#30DayMapChallenge https://t.co/iTNsHZ8rOq"
jwoLondon_12	jpg	16x11	12	43953969	jwoLondon	2019-11-12T13:27:42Z	1194245383708454912	_	"Day 12: Movement

Flow maps across the US without the hairball. Pleased to be able to implement an ODMap pattern in Vega-Lite @vega_vis 

https://t.co/yfGLuTecqU

Workings &amp; data:  https://t.co/uRbFgwkHAn

#30DayMapChallenge https://t.co/3UpXkmsLsb"
jwoLondon_13	jpg	16x16	13	43953969	jwoLondon	2019-11-13T07:40:32Z	1194520404980883457	_	"Day 13: Tracks

9 long and hilly tracks I've ridden on my bike. Line thickness proportional to elevation. Start of ride in red. Uses @pinakographos profile mapping technique via circle sizing https://t.co/SLcjcBJ4xr 

Workings &amp; data:  https://t.co/srWcNxayFP

#30DayMapChallenge https://t.co/vamrjSfJAF"
jwoLondon_14	jpg	16x10	14	43953969	jwoLondon	2019-11-14T07:07:28Z	1194874473469632513	_	"Day 14: Boundaries

We tend to think of roads as enablers of movement, but all too often they act as barriers, creating boundaries between people. Exploring cartography of islands created by major road boundaries.

Workings &amp; data:  https://t.co/q9ciEoYPxh

#30DayMapChallenge https://t.co/HFpJTsB5KL"
jwoLondon_15	png	16x14	15	43953969	jwoLondon	2019-11-15T16:11:32Z	1195373780819939338	_	"Day 15: Names

Voting bias across London in local elections. Candidates with names that appear towards the top of the ballot paper receive more votes (top rows in each borough darker in map).

https://t.co/gsJYW3p4zB

Workings &amp; data: https://t.co/HiiewBXPN7

#30DayMapChallenge https://t.co/e3yoreBXn7"
jwoLondon_16	jpg	16x9	16	43953969	jwoLondon	2019-11-16T15:05:53Z	1195719645807988736	_	"Day 16: Places

""Place"" describes the identities we attach to geographic regions. Sometimes those identities arise from direct experience, sometimes from prejudice. Here's a map of country search terms on Google.

Workings &amp; data: https://t.co/ln77gY2MOD

#30DayMapChallenge https://t.co/HUpajLCnnI"
jwoLondon_17	jpg	16x16	17	43953969	jwoLondon	2019-11-17T07:09:53Z	1195962244028346368	_	"Day 17: Zones

Seven nation s lay claim to territories of the Antarctic by declaring zones of ownership. Meanwhile the native residents look on with bemusement.

Workings &amp; data: https://t.co/QV26P4Af4G

#30DayMapChallenge https://t.co/XJn4ojvNzn"
jwoLondon_18	jpg	16x12	18	43953969	jwoLondon	2019-11-18T06:37:19Z	1196316434646863872	_	"Day 18: Globe

A number of countries have practiced or are flirting with the rhetoric of isolationism. Careful what you wish for. Images: England, US and North Korea.

Workings &amp; data: https://t.co/4hNTphEQyA…

#30DayMapChallenge https://t.co/okMRqY02of"
jwoLondon_19	jpg	10x16	19	43953969	jwoLondon	2019-11-19T06:37:22Z	1196678835540045824	_	"Day 19: Urban

Beneath us lies a parallel network of urban centres. The places in which we congregate after death.

Every graveyard, cemetery and crematorium in the UK; points sized by land area. 

Workings &amp; data: https://t.co/yG6wU0SciI

#30DayMapChallenge https://t.co/qkVsBg4gzt"
jwoLondon_21	jpg	16x13	21	43953969	jwoLondon	2019-11-21T06:49:31Z	1197406668050587648	_	"Day 21: Environment

Around 9000 people in London die annually due to polluted air, largely because of motor traffic. https://t.co/fjMBBFvCuL

Experimenting with rhetorical mapping. See also https://t.co/2agy22DbuE

Workings &amp; data: https://t.co/FAQHjalXIu

#30DayMapChallenge https://t.co/ryxtwCudDy"
jwoLondon_22	jpg	16x8	22	43953969	jwoLondon	2019-11-22T06:46:45Z	1197768362035752965	_	"Day 22: Built Environment

How has my place of work changed over the years? Two maps of Clerkenwell, London – one in 1805 and one today. 

Workings &amp; data: https://t.co/keeQBAeUsF

#30DayMapChallenge https://t.co/kjRI0WETSz"
jwoLondon_23	jpg	6x16	23	43953969	jwoLondon	2019-11-23T08:28:04Z	1198156247939387393	_	"Day 23:: Population

Land area is a poor basis for choropleth mapping of population. Here are population weighted cartograms compared with conventional choropleths for US presidential elections since 1972.

Workings &amp; data: https://t.co/QdaJIo6uCB

#30DayMapChallenge https://t.co/0i90pAdWyG"
jwoLondon_24	jpg	10x16	24	43953969	jwoLondon	2019-11-24T07:10:56Z	1198499221101514758	_	"Day 24: Statistics

“42.7% of all statistics are made up on the spot” – Steven Wright. 

He wasn't alone in making this joke. 27,346 recycled variations of it with different percentages on twitter between 2007-2017.

Workings &amp; data: https://t.co/dToUdl0Yj2

#30DayMapChallenge https://t.co/ySVKhe0jg5"
jwoLondon_25	jpg	16x10	25	43953969	jwoLondon	2019-11-25T07:17:17Z	1198863209085702146	_	"Day 25: Climate

There are many low-lying communities vulnerable to sea level rise in the face of climate change. 

Here is a map of south-east England's lowlands using @OrdnanceSurvey open data.

Workings &amp; data: https://t.co/4NCk4NwQq2

#30DayMapChallenge https://t.co/CIlpCnbQsR"
jwoLondon_26	jpg	16x16	26	43953969	jwoLondon	2019-11-26T10:03:17Z	1199267373716512768	_	"Day 25: Hydrology

More experiments in nudging @vega_vis Vega-Lite away from standard choropleth mapping. Here accumulated flow lines (vectors in steepest downhill direction) show potential for stream formation.

Workings &amp; data: https://t.co/m1LQckMCAh

#30DayMapChallenge https://t.co/WJTZQ33xqp"
jwoLondon_27	jpg	16x11	27	43953969	jwoLondon	2019-11-27T10:12:48Z	1199632156961714176	_	"Day 27: Resources

Early 20th century ISOTYPE design often focussed on resource generation and exploitation. Here is my attempt at reproducing a map from ""Only an Ocean Between"" (1943) using only Vega-Lite.

Workings &amp; data: https://t.co/rnJULFjyYa

#30DayMapChallenge https://t.co/7890Ew6GfM"
jwoLondon_28	jpg	16x9	28	43953969	jwoLondon	2019-11-28T11:18:59Z	1200011199649374208	_	"Day 28: Funny

I need to take good long look at my behaviour.

Workings &amp; data: https://t.co/spjyQmtGqE

#30DayMapChallenge https://t.co/sdJcKEse9Y"
jwoLondon_29	jpg	14x16	29	43953969	jwoLondon	2019-11-29T09:13:50Z	1200342090804342785	https://github.com/jwoLondon/30dayMapChallenge/blob/master/d29Experimental.md	"Day 29: Experimental

Bear with me while I describe some experiments in sketchy design in Vega-Lite that arose from a coding error I made a few years ago when trying to create a smooth contouring algorithm.

Workings &amp; data:  https://t.co/ljnBOj7kGK

#30DayMapChallenge

[1 / 8]"
jwoLondon_30	jpg	16x5	30	43953969	jwoLondon	2019-11-30T07:05:00Z	1200672055328460800	_	"Day 30: Home

What does 'home' mean to me? Many places, many people and many activities that give me the comfort of belonging. 

I tried to capture the November light of my view of the Langdale and Consiton fells.

Workings &amp; data: https://t.co/iRlUlCsxNc

#30DayMapChallenge https://t.co/LGbdtAvK8U"
kahosford_19	jpg	16x16	19	873363256030580736	kahosford	2019-11-19T16:48:12Z	1196832559113523200	_	"Parking meter rates in Vancouver, BC. 

Average daytime rate: $2.50/hr (range: $0.5-$9/hr)
Average evening rate: $2.00/hr (range: $0.5-$7/hr)

With the exception of a few meters, weekday and weekend rates are the same.

#Urban #30DayMapChallenge https://t.co/ApKH4mOi4X"
karim_douieb_01	jpg	16x9	01	2600429268	karim_douieb	2019-11-01T09:27:19Z	1190198624795471872	_	"#30DayMapChallenge 1. Points

All of the golf courses listed on @openstreetmap Interesting fact: about 80% of them are located in just 10 counties, USA first followed by Japan. https://t.co/DELJL9wrQs"
karim_douieb_09	jpg	16x9	09	2600429268	karim_douieb	2019-11-11T20:52:58Z	1193995051950657539	_	"#30DayMapChallenge 9. Yellow

3D mapping of Australia's Ord River. The sediment load in the water shows up as yellow in this satellite shot.

Done with #blender image from https://t.co/B4ehaE1KpL https://t.co/lmgfq6sQxj"
karim_douieb_10	png	16x9	10	2600429268	karim_douieb	2019-11-11T20:53:02Z	1193995067637321728	_	"#30DayMapChallenge 10. Black and White

3D mapping of an old aerial picture of Gibraltar during World War 2. 

image source: https://t.co/4871uK2bTN https://t.co/Cku0b8x3hi"
karim_douieb_11	jpg	16x12	11	2600429268	karim_douieb	2019-11-11T20:56:39Z	1193995978673721344	_	"#30DayMapChallenge 11. Elevation 

Overly exaggerated elevation of Belgium.

#blender https://t.co/yvuN90ojlt"
